"IDIngredienteReceta";"IDReceta";"IDIngrediente";"Cantidad";"IDUnidad";"Observación"
5060;625;94;1,00;6;
5061;625;181;4,00;26;"Frita"
5062;625;1;1,00;11;
5063;625;2;1,00;11;
5064;626;473;1,00;7;"Desgrasado totalmente"
5065;626;25;2,00;7;
5066;626;21;2,00;6;
5067;626;145;1,00;8;
5068;626;362;200,00;3;"Queso de máquina. Cortado"
5069;626;116;200,00;3;
5070;626;162;1,00;8;
5071;627;168;1,00;4;"Sin grasa"
5072;627;10;3,00;7;"Duros"
5073;627;10;1,00;7;
5074;627;163;1,00;7;
5075;627;162;1,00;2;"Grande"
5076;627;25;1,00;10;
5077;627;107;1,00;2;"Picado"
5078;627;1;1,00;11;
5079;627;109;1,00;11;
5080;627;113;1,00;8;
5081;628;253;1,00;7;
5082;628;10;2,00;7;"Duros"
5083;628;329;2,00;7;
5085;628;246;5,00;7;
5086;628;99;1,00;7;"Picada"
5087;628;229;0,50;2;
5088;628;230;1,00;8;
5089;628;1;1,00;11;
5090;628;109;1,00;11;
5091;629;112;1,00;7;
5092;629;11;150,00;3;
5093;629;1;1,00;11;
5094;629;7;1,00;2;
5095;629;21;250,00;22;"Caliente"
5096;629;35;200,00;3;
5097;629;14;3,00;7;
5098;629;162;1,00;8;
5099;629;113;1,00;8;
5100;630;112;1,00;7;"Mediano"
5101;630;101;1,00;4;
5102;630;28;2,00;7;"Exprimidos"
5103;630;109;1,00;11;
5105;630;238;1,00;25;
5106;631;112;1,00;7;
5107;631;11;1,00;8;
5108;631;151;1,00;7;"un atado"
5109;631;99;1,00;7;"Mediana"
5110;631;152;0,50;7;"Picado"
5111;631;94;1,00;31;"Grande"
5112;631;35;200,00;3;
5113;631;1;1,00;11;
5114;631;109;1,00;11;
5115;632;97;3,00;7;"Cortadas en mitades"
5116;632;131;12,00;7;"Rojas, frescas"
5117;632;28;1,00;7;"Exprimido"
5118;632;18;0,50;6;
5119;632;12;0,50;6;
5120;632;7;0,25;6;
5121;632;11;50,00;3;
5122;632;57;1,00;2;
5123;632;35;1,00;6;
5124;632;109;1,00;11;
5125;632;1;1,00;11;
5126;633;151;1,00;7;"Grande"
5127;633;125;6,00;2;
5128;633;352;1,00;2;"Mostaza común"
5130;633;475;250,00;3;"En fetas"
5131;633;167;12,00;7;"Opcional"
5132;634;97;4,00;7;"Cortadas en suprema"
5133;634;1;1,00;11;
5134;634;109;1,00;11;
5135;634;28;1,00;7;"Exprimido"
5136;634;4;2,00;2;"Maíz"
5137;634;11;30,00;3;
5138;634;148;150,00;3;"En láminas finas. Ementhal"
5139;634;228;50,00;3;"Remojados, picados"
5140;634;94;1,00;31;"Seco"
5141;634;35;150,00;3;
5142;635;10;3,00;7;
5143;635;21;3,00;2;
5144;635;99;2,00;2;"Picada fino"
5145;635;107;1,00;2;"Picado fino"
5146;635;11;1,00;2;
5147;635;109;1,00;11;
5148;636;44;2,00;6;
5149;636;57;2,00;2;
5150;636;179;2,00;6;
5151;636;283;2,00;2;"Rallado"
5152;636;29;2,00;2;"Rallado"
5153;636;204;1,00;8;"Para decorar"
5154;637;97;6,00;7;"En mitades y aplanadas"
5155;637;133;400,00;3;"En mitades"
5156;637;99;2,00;7;"Medianas, picadas fino"
5157;637;7;2,00;2;
5158;637;94;700,00;22;"Seco"
5159;637;11;60,00;3;
5160;637;35;200,00;3;
5161;637;109;1,00;11;
5162;637;1;1,00;11;
5163;638;97;1,00;7;"Hervida"
5164;638;32;200,00;3;"Repollada"
5165;638;138;2,00;18;"Frito"
5166;638;10;1,00;7;
5167;638;28;0,50;7;"Exprimido"
5168;638;320;1,00;2;
5169;638;57;2,00;2;
5170;638;2;1,00;11;
5171;638;1;1,00;11;
5172;639;97;1,50;7;
5173;639;99;1,00;7;"Picada grueso"
5174;639;212;2,00;2;
5175;639;219;0,50;6;
5176;639;321;1,00;1;
5178;639;476;2,00;2;"De manzana u otro"
5179;639;77;0,25;6;
5180;639;382;2,00;2;"Tostados, picados grueso"
5181;639;336;1,00;1;
5182;640;332;2,00;6;"Cocido, sin piel, en tiritas"
5183;640;344;1,00;6;"En cubitos. Fresco o en conserva"
5184;640;116;1,00;6;"En cubitos"
5185;640;53;0,50;6;"Sin piel. Picadas. Nueces"
5186;640;125;1,00;6;
5187;640;35;0,50;6;
5188;640;32;12,00;20;"Repollada"
5189;640;98;12,00;7;"En flor. Opcional"
5190;640;117;1,00;1;
5191;640;1;1,00;11;
5192;640;109;1,00;11;
5193;641;222;400,00;3;"Al dente"
5194;641;97;200,00;3;"Cocidas, sin piel, en tiritas"
5195;641;133;200,00;3;"En tajadas, saltados en manteca"
5196;641;354;1,00;6;
5197;641;35;0,50;6;
5198;641;67;0,30;1;
5199;641;162;100,00;3;
5200;641;1;1,00;11;
5201;641;109;1,00;11;
5202;642;309;1,25;4;"Hervidas"
5203;642;12;1,00;6;"De la cocción de las remolachas"
5204;642;11;1,00;2;
5205;642;7;1,00;2;
5206;642;18;1,00;2;
5207;642;94;0,50;6;"Seco"
5208;642;67;0,30;1;
5209;642;1;1,00;11;
5210;642;109;1,00;11;
5211;643;332;3,00;6;"En tiras. Pollo"
5212;643;414;10,00;20;"En trozos. Lechuga"
5213;643;130;10,00;7;"Cortadas en cuartos"
5214;643;146;0,50;6;"Almendras"
5215;643;57;1,00;2;
5216;643;248;1,00;2;
5217;643;35;100,00;9;
5218;643;28;1,00;2;"Exprimido"
5219;643;1;1,00;11;
5220;643;109;1,00;11;
5221;644;32;2,00;19;"Repollada/mantecosa"
5222;644;4;8,00;2;
5223;644;45;2,00;1;"Con hierbas"
5224;644;35;3,00;2;
5225;644;293;3,00;2;"Desmenuzado"
5226;644;142;3,00;13;
5227;644;181;100,00;3;
5228;644;10;2,00;7;"Duros, desmenuzados con tenedor"
5229;644;109;1,00;11;
5230;644;1;1,00;11;
5231;645;21;1,00;15;
5232;645;18;2,00;12;
5234;645;80;1,00;36;"Esencia, 3 gotas"
5235;645;7;0,50;12;
5236;645;91;0,25;6;
5237;646;112;1,00;7;"En 6 u 8 presas"
5238;646;11;50,00;3;
5239;646;7;0,50;6;
5240;646;3;4,00;2;
5241;646;35;250,00;3;
5242;646;133;1,00;6;"En tiras. Frescos o en conserva"
5243;646;169;2,00;7;"En rebanadas finas"
5244;646;42;1,00;12;"Seco. Cognac"
5245;646;15;1,00;2;"Diluida en 1/2 taza de caldo de pollo"
5246;646;170;0,50;1;
5247;646;67;0,50;1;
5248;646;109;0,50;1;
5249;646;1;1,00;11;
5250;647;21;1,00;15;
5251;647;18;1,00;4;
5252;647;10;5,00;7;
5253;647;14;3,00;7;
5254;647;12;1,00;6;
5255;647;56;0,50;1;
5256;648;110;6,00;7;"Medianas y peladas"
5257;648;10;2,00;7;"Poco batidos"
5258;648;9;60,00;3;"Mejor si es harina de Matsa"
5259;648;99;1,00;7;
5260;648;1;1,00;1;
5261;648;109;1,00;5;
5262;648;3;1,00;8;"Para freir"
5263;648;107;6,00;20;"Decoración"
5264;648;380;1,00;8;"Guarnición. Salsa de manzanas"
5265;649;165;750,00;3;"Limpio, entero."
5266;649;12;2,00;15;
5267;649;108;1,00;1;"Dulce"
5268;649;108;1,00;1;"Picante"
5269;649;28;1,00;1;"Exprimido"
5270;649;4;2,00;2;
5271;649;1;1,00;11;
5272;650;299;1,00;7;"Pequeña, bien madura"
5273;650;18;200,00;3;
5274;650;20;0,50;6;
5275;650;43;1,00;1;
5276;651;342;3,00;7;"Grandes, bastante verdes"
5277;651;12;1,00;15;
5278;651;1;2,00;1;
5279;651;212;1,50;6;"Para freir. Aceite común."
5280;651;1;1,00;11;"Para espolvorear"
5282;652;477;4,00;7;
5283;652;329;4,00;7;
5284;652;282;4,00;26;"Fontina"
5285;652;255;4,00;26;"Jamón cocido"
5286;652;320;1,00;11;
5287;653;342;6,00;7;"Maduras, en rodajas"
5288;653;35;200,00;3;"Espesa"
5289;653;18;150,00;3;
5290;653;190;2,00;35;"Rallado"
5291;196;12;150,00;9;
5293;654;296;1,00;4;"En filetes. Lenguado"
5294;654;4;4,00;2;"Maíz"
5295;654;7;0,30;6;
5296;654;1;1,00;11;
5297;654;109;1,00;11;
5298;654;4;4,00;2;"Para la salsa"
5299;654;99;1,00;7;"Para la salsa. Picada fino"
5300;654;412;4,00;7;"Para la salsa. Maduro, pelado y picado. En conserva"
5301;654;25;2,00;10;"Para la salsa. Picado fino"
5302;654;348;200,00;9;"Para la salsa. Champagne"
5303;654;220;1,00;7;"Para la salsa. Opcional. Entero"
5304;655;40;1,00;15;"Demi-sec"
5305;655;91;4,00;2;
5306;655;345;200,00;3;"En conserva. Cerezas"
5307;655;78;1,00;25;
5309;656;478;2,00;7;
5310;656;133;250,00;3;
5311;656;28;1,00;6;"Exprimido"
5312;656;40;1,50;31;
5313;656;11;2,00;2;
5314;656;45;1,00;2;
5315;656;1;1,00;11;
5316;656;109;1,00;11;
5317;657;11;100,00;3;
5318;657;80;1,00;36;"3 gotas de esencia"
5319;657;21;1,00;15;
5320;657;14;4,00;7;
5321;657;18;7,00;2;
5322;658;9;1,50;6;
5323;658;110;2,00;7;"Cocidas, con cáscara."
5324;658;11;30,00;3;
5325;658;21;1,00;6;
5326;658;162;0,50;6;
5327;660;276;0,75;7;
5328;660;251;0,25;7;"El jugo colado. Limón"
5329;660;91;2,00;1;
5330;660;13;1,00;7;
5331;660;281;4,00;30;"Triturados"
5332;661;7;300,00;3;
5333;661;55;2,00;1;"Seca"
5334;661;1;0,25;1;
5335;661;10;3,00;7;
5336;661;18;250,00;3;
5337;661;3;6,00;2;
5338;661;22;1,00;7;
5339;661;28;1,00;1;"exprimido"
5341;661;479;0,50;1;
5342;661;53;125,00;3;"Peladas, en trozos"
5343;661;11;1,00;28;"Para untar"
5344;661;7;1,00;8;"Para espolvorear"
5345;662;215;0,30;6;"Salsa de tomate"
5346;662;352;2,00;2;
5347;662;150;1,00;2;
5348;662;62;2,00;1;
5349;662;5;0,50;1;
5350;662;99;1,00;7;"Picada fino"
5351;662;25;2,00;10;"Picado fino"
5353;662;480;12,00;7;"Muslos"
5354;662;28;2,00;7;"En 8 gajos. Para decorar"
5355;662;32;1,00;8;"Para decorar"
5356;663;12;125,00;9;
5357;663;67;1,00;5;"Comino."
5358;663;109;1,00;5;
5359;663;1;1,00;11;
5360;663;11;30,00;3;
5361;663;9;65,00;3;"Tamizada"
5362;663;10;2,00;7;"Batidos"
5363;663;148;15,00;3;"Rallado. Emmenthal"
5364;663;11;15,00;3;"P/salsa bechamel"
5365;663;7;2,00;2;"P/salsa bechamel"
5366;663;21;250,00;9;"P/salsa bechamel"
5367;663;116;100,00;3;"Picado grueso.P/salsa bechamel. Panceta."
5368;663;148;50,00;3;"Rallado. P/salsa bechamel. Emmenthal"
5369;663;1;1,00;11;"P/salsa bechamel"
5370;663;109;1,00;11;"P/salsa bechamel"
5371;663;67;1,00;5;"P/salsa bechamel. Comino."
5372;664;21;1,00;15;
5373;664;88;10,00;29;
5374;664;18;150,00;3;
5375;664;74;25,00;3;
5376;664;21;1,00;6;
5377;664;35;200,00;3;
5378;664;18;100,00;3;
5379;664;14;3,00;7;"ligeramente batidas"
5380;664;13;3,00;7;
5381;664;1;1,00;5;
5382;664;56;0,50;1;
5383;664;191;3,00;2;"Picadas"
5384;665;228;150,00;3;"Remojados en agua caliente 10 min."
5385;665;196;100,00;9;"Jerez"
5386;665;230;100,00;9;
5387;665;15;1,00;2;"De postre"
5388;665;1;1,00;11;
5389;665;109;1,00;11;
5390;666;312;350,00;3;"Las pechugas enteras"
5391;666;25;2,00;10;"Finamente picados"
5393;666;481;3,00;2;"Brandy"
5394;666;224;1,00;2;"Fresco"
5395;666;1;1,00;11;
5396;666;109;1,00;11;
5397;666;191;24,00;7;"En cuartos. P/Salsa ajada"
5398;666;25;3,00;10;"En trozos. P/Salsa ajada"
5399;666;4;100,00;9;"P/Salsa ajada"
5400;666;1;1,00;11;
5401;666;109;1,00;11;
5402;667;312;1,00;7;"En presas"
5403;667;128;0,50;31;
5404;667;109;0,50;1;
5405;667;1;1,00;11;
5406;667;99;1,00;7;"Grande, cortada en rodajas finas"
5407;667;107;1,00;2;"Picado"
5408;667;166;3,00;20;
5409;667;94;1,00;31;"Seco"
5410;667;25;1,00;10;"Picado fino"
5411;667;3;0,25;6;
5412;667;228;0,50;6;"Remojados 30 min. en agua hirviendo"
5413;668;425;6,00;7;"Algo verdes, con cabitos"
5414;668;18;0,50;6;
5415;668;254;1,00;6;"Bueno"
5416;668;28;0,25;7;"La cáscara en tiritas. Naranja"
5417;668;43;1,00;1;
5418;668;47;2,00;13;"Opcional"
5420;669;482;1,00;7;"La pecguga. Pollo"
5421;669;133;1,00;16;
5422;669;11;100,00;3;
5423;669;162;1,00;6;
5424;669;1;1,00;11;
5425;669;109;1,00;11;
5426;669;42;1,00;11;"Para echar unas gotitas en cada porción"
5427;669;151;1,00;25;
5428;669;153;1,00;7;
5429;669;169;1,00;7;
5430;670;198;250,00;3;"Negro"
5431;670;11;250,00;3;
5432;670;18;250,00;3;
5433;670;88;1,00;12;"Fuerte"
5435;670;483;1,00;2;"Cognac"
5436;670;10;4,00;7;
5437;670;7;3,00;2;"Al ras, tamizadas"
5438;670;11;1,00;8;"Para untar el molde"
5439;670;7;1,00;8;"Para espolvorear"
5440;670;72;200,00;3;"Para cobertura"
5441;670;11;50,00;3;"Para cobertura"
5442;670;35;4,00;2;"Para cobertura"
5443;671;126;800,00;3;"En trozos medianos"
5444;671;186;250,00;3;"cubeteado"
5445;671;229;1,00;2;
5446;671;25;2,00;10;"Picado fino"
5447;671;166;1,00;20;
5448;671;108;1,00;1;
5449;671;84;10,00;20;
5450;671;107;15,00;20;
5451;671;2;1,00;11;
5452;671;1;1,00;11;
5453;671;4;4,00;2;
5454;672;131;2,00;7;"Rojas, perfumadas, cortadas al amanecer"
5455;672;13;1,00;7;"Grande"
5456;672;18;150,00;3;
5458;673;484;150,00;3;
5459;673;164;100,00;3;
5460;673;476;1,00;2;"De mango"
5461;673;108;0,50;1;
5462;673;1;1,00;5;
5463;674;143;1,00;4;
5464;674;10;4,00;7;
5465;674;63;150,00;3;"Picada grueso. Fontina"
5466;674;147;100,00;3;"Picado fino"
5467;674;170;1,00;5;"Opcional"
5468;674;109;1,00;11;
5469;674;1;1,00;11;
5470;674;11;1,00;28;"Para la sarten"
5471;675;63;200,00;3;
5472;675;10;8,00;7;
5473;675;4;4,00;2;
5474;675;29;4,00;2;"Rallado"
5475;675;1;1,00;11;
5476;675;2;1,00;11;"Opcional"
5477;676;256;150,00;3;"En una rodaja"
5478;676;62;1,00;1;
5479;676;4;1,00;13;
5480;676;2;1,00;11;
5481;677;353;600,00;3;"Los tallos"
5482;677;10;2,00;7;
5483;677;7;1,00;6;
5484;677;4;1,00;6;"Para freir"
5485;677;1;1,00;11;
5486;677;109;1,00;11;
5487;678;7;125,00;3;
5488;678;10;1,00;7;
5489;678;94;1,00;6;"Tibio"
5490;678;13;2,00;7;
5491;678;158;8,00;18;"de 1 cm"
5492;678;320;1,00;8;
5493;678;1;1,00;11;
5494;678;109;1,00;11;
5495;678;3;1,00;8;"Para freír"
5496;680;148;100,00;3;
5497;680;425;2,00;7;"Grandes, peladas"
5498;680;32;4,00;20;
5499;680;191;25,00;3;"Peladas, en mitades o cuartos"
5500;680;108;0,25;1;"Dulce"
5501;680;35;4,00;2;"Líquida. Para el aliño"
5502;680;28;1,00;2;"Exprimido. Para el aliño"
5503;680;1;1,00;11;"Para el aliño"
5504;680;2;1,00;11;"Para el aliño"
5505;681;11;125,00;3;"A temp. Ambiente. Margarina"
5506;681;18;1,00;2;
5507;681;1;1,00;5;
5508;681;7;125,00;3;"Tamizada"
5509;681;94;250,00;9;"Agua"
5510;681;7;1,00;8;"Para espolvorear"
5511;681;16;1,00;4;"Peladas. Para el relleno"
5512;681;18;1,00;2;"Para el relleno"
5513;681;10;2,00;7;"Para el relleno"
5514;681;56;3,00;13;"Para el relleno"
5515;681;35;250,00;9;"Para el relleno"
5516;681;22;2,00;2;"Para el relleno"
5517;681;18;50,00;3;"Para el relleno"
5518;682;97;2,00;7;"En mitades, sin piel"
5519;682;224;0,50;1;
5520;682;1;1,00;11;
5521;682;109;1,00;11;
5522;682;4;3,00;2;
5523;682;99;1,00;7;"Mediana, picada fino"
5524;682;153;1,00;7;"En rodajas finas"
5525;682;179;2,00;30;"En 1/2 l de agua hirviendo"
5526;682;70;1,00;7;"Exprimida"
5527;682;71;1,00;7;
5528;682;70;1,00;7;"En rodajas fina, para decorar. Opcional"
5529;683;44;1,50;6;
5530;683;58;2,00;2;
5531;683;99;1,00;7;"Picada fina"
5532;683;25;1,00;10;"Picado fino"
5533;683;21;1,50;6;
5534;683;1;1,00;11;
5535;683;12;1,50;6;"Hirviendo"
5536;683;109;1,00;11;
5537;684;53;0,50;6;"Peladas y molidas"
5538;684;105;0,50;6;
5539;684;15;2,00;2;
5540;684;199;0,50;6;"Peladas y picadas. Nueces"
5541;684;12;4,00;6;
5542;684;18;0,50;6;
5544;685;485;2,00;4;"Sin hueso, cortado en forma de bolsa"
5545;685;10;5,00;7;
5546;685;184;1,00;16;
5547;685;116;200,00;3;"Picado"
5548;685;113;3,00;2;
5549;685;11;6,00;2;
5550;685;99;1,00;7;"Mediana, picada"
5551;685;153;1,00;7;
5552;685;151;2,00;25;
5553;685;21;6,00;2;
5554;685;109;1,00;11;
5555;685;1;1,00;11;
5556;686;133;16,00;7;"Medianos o grandes"
5557;686;99;4,00;2;"Picada"
5558;686;61;4,00;2;"Cortado en cubitos"
5559;686;29;2,00;2;
5560;686;94;2,00;2;
5561;686;35;2,00;2;
5562;686;107;1,00;2;
5563;687;144;200,00;3;"Sin carozo"
5564;687;28;1,00;7;
5565;687;110;2,00;7;"Cocidas y calientes, en cubitos."
5566;687;5;0,50;2;
5567;687;4;6,00;2;
5568;687;1;1,00;11;
5569;688;382;200,00;3;"Tostados, sin piel"
5570;688;303;2,00;1;"Miel"
5571;688;37;2,00;1;
5572;689;52;4,00;7;
5573;689;121;1,00;6;
5574;689;28;1,00;7;
5575;689;35;0,50;31;
5576;689;4;1,00;8;
5577;689;127;1,50;31;
5578;690;52;4,00;7;
5579;690;140;0,50;15;
5580;690;133;300,00;3;
5581;690;25;1,00;10;
5582;690;224;1,00;11;
5583;690;166;1,00;5;
5584;690;1;1,00;11;
5585;690;109;1,00;11;
5586;690;107;1,00;11;
5587;690;35;1,00;31;
5588;691;9;1,00;4;
5589;691;292;100,00;3;"Margarina"
5590;691;83;1,00;1;
5591;691;55;25,00;3;
5592;691;12;600,00;22;"Tibia"
5593;691;1;22,00;3;
5594;692;55;60,00;3;"P/Fermento"
5595;692;21;100,00;22;"P/Fermento"
5596;692;18;1,00;1;"P/Fermento"
5597;692;7;100,00;3;"P/Fermentoq"
5598;692;10;3,00;7;
5599;692;18;150,00;3;
5600;692;83;15,00;3;
5601;692;259;30,00;3;
5602;692;56;1,00;2;
5604;692;486;1,00;1;
5605;692;21;350,00;22;
5606;692;7;1,00;4;
5607;692;1;15,00;3;
5608;692;11;100,00;3;
5609;693;487;2,00;3;
5610;693;55;35,00;3;
5611;693;12;600,00;22;
5612;693;4;2,00;2;
5613;693;11;40,00;3;
5614;693;1;20,00;3;
5615;693;7;1,00;4;
5616;693;62;5,00;2;"Hierbas aromáticas varias"
5617;694;7;900,00;3;
5619;694;488;100,00;3;
5620;694;55;20,00;3;
5621;694;83;20,00;3;
5622;694;37;50,00;3;
5623;694;12;650,00;22;
5624;694;1;25,00;3;
5625;694;18;50,00;3;
5626;695;9;1,00;4;
5627;695;12;400,00;22;
5628;695;140;200,00;22;"Rubia"
5629;695;55;25,00;3;
5630;695;1;10,00;3;
5631;695;18;100,00;3;
5632;695;83;20,00;3;
5633;695;259;25,00;3;
5634;695;37;85,00;3;
5635;696;55;20,00;3;"2,5 cditas. De levadura seca"
5636;696;12;375,00;9;
5637;696;7;500,00;3;
5638;696;1;1,50;1;
5640;697;489;2,00;1;"Para la pasta madre"
5641;697;12;300,00;9;"Para la pasta madre"
5642;697;7;250,00;3;"Para la pasta madre"
5643;697;489;1,00;1;
5644;697;12;175,00;9;
5645;697;442;50,00;3;
5646;697;7;325,00;3;
5647;697;1;1,50;1;
5648;698;53;250,00;3;"Peladas, troceadas"
5649;698;91;250,00;3;
5650;698;28;2,00;2;"Exprimido"
5651;698;479;5,00;13;
5652;698;13;2,00;7;"Si son pequeñas, una más."
5653;698;483;2,00;2;"Ron"
5654;698;91;1,00;8;"Para espolvorear"
5655;699;11;50,00;3;
5656;699;18;100,00;3;
5657;699;8;200,00;3;
5658;699;21;1,00;31;
5659;699;10;1,00;7;
5660;699;56;1,00;1;
5661;700;7;250,00;3;"Preparado A"
5662;700;37;250,00;3;"Preparado A"
5663;700;18;250,00;3;"Flor. Preparado A"
5664;700;10;4,00;7;"Preparado A"
5665;700;11;150,00;3;
5666;700;70;1,00;15;"Jugo"
5667;700;18;150,00;3;
5668;700;15;95,00;3;
5669;700;14;4,00;7;
5670;701;14;6,00;7;
5671;701;13;2,00;7;"Batidas a nieve"
5672;701;18;6,00;2;
5673;701;85;250,00;3;
5674;701;35;250,00;3;
5675;701;88;1,00;8;"Junto con Marsala o San Marzano. Para remojar las galletitas"
5677;701;490;1,00;8;"Tipo Manón, que no estén trituradas."
5678;701;65;1,00;8;"Para cubrir."
5679;702;7;1,00;4;
5680;702;12;450,00;22;
5681;702;55;40,00;3;
5682;702;1;25,00;3;
5683;702;58;400,00;3;
5684;703;55;20,00;3;
5685;703;12;550,00;22;
5686;703;259;40,00;3;
5687;703;18;100,00;3;
5688;703;83;15,00;3;
5689;703;11;40,00;3;
5690;703;10;1,00;7;
5691;703;7;600,00;3;
5692;703;9;400,00;3;
5693;703;1;20,00;3;
5694;703;11;550,00;3;"Empaste"
5695;703;7;200,00;3;"Empaste"
5696;704;325;1,00;7;"Grande. Aprox. 1 kilo"
5697;704;110;1,00;7;"Grande, pelada y en rodajas"
5698;704;11;50,00;3;
5699;704;94;0,50;6;
5700;704;35;200,00;3;
5701;704;28;1,00;7;"En rodajas"
5702;704;10;2,00;7;"Duros"
5703;704;1;1,00;11;
5704;704;109;1,00;11;
5705;705;8;1,00;4;
5706;705;1;1,00;5;
5707;705;3;2,00;2;
5708;705;12;1,00;8;
5709;706;325;8,00;27;
5710;706;294;4,00;32;"Chicas o medianas"
5711;706;99;2,00;7;
5712;706;35;250,00;3;
5713;706;29;100,00;3;"Rallado grueso"
5714;706;94;1,00;12;
5715;706;67;1,00;11;
5716;706;1;1,00;11;
5717;706;109;1,00;11;
5718;707;325;16,00;27;
5719;707;11;200,00;3;
5720;707;61;3,00;7;"Medianos"
5721;707;29;1,00;6;"Rallado"
5722;707;1;1,00;11;
5723;707;109;1,00;11;
5724;708;110;6,00;7;
5725;708;116;100,00;3;
5726;708;10;4,00;7;
5727;708;1;1,00;11;
5728;708;109;1,00;11;
5729;709;325;4,00;7;
5730;709;116;200,00;3;"En fetas"
5731;709;162;150,00;3;
5732;709;107;1,00;2;"Picao"
5733;709;28;1,00;31;"El jugo"
5734;709;7;1,00;6;
5735;709;4;1,00;6;
5736;709;10;2,00;7;
5737;709;1;1,00;11;
5738;709;109;1,00;11;
5739;710;325;4,00;7;
5740;710;11;50,00;3;
5741;710;107;1,00;2;"Picado"
5742;710;99;1,00;7;
5743;710;10;1,00;7;
5744;710;15;1,00;2;
5745;710;94;1,00;31;
5746;710;35;1,00;31;
5747;710;62;1,00;2;
5748;710;1;1,00;11;
5749;710;109;1,00;11;
5750;711;325;800,00;3;"En filet"
5751;711;28;0,50;7;"El jugo"
5752;711;320;1,00;1;
5753;711;140;0,25;15;
5754;711;7;8,00;2;
5755;711;4;2,00;2;
5756;711;3;1,00;8;"Para freir"
5757;711;77;1,00;7;
5758;711;125;1,00;11;
5759;711;107;1,00;25;
5760;711;10;1,00;7;"Duro"
5761;712;295;6,00;27;"Merluza"
5762;712;7;1,00;6;
5763;712;94;2,00;2;
5764;712;57;3,00;2;
5765;712;140;0,75;6;
5766;712;1;1,00;11;
5767;712;109;1,00;11;
5768;712;13;3,00;7;"A temp. Ambiente"
5769;712;3;0,50;6;"Para freir"
5770;712;38;6,00;2;
5771;714;55;15,00;3;
5772;714;12;2,00;6;"Tibia"
5773;714;1;2,00;1;
5774;714;3;3,00;1;
5775;714;7;6,00;6;
5776;714;107;2,00;1;"Picado. Eneldo"
5777;714;204;3,00;1;"Picado. Verdeo"
5779;714;491;1,00;1;"seca (opcional)"
5780;714;62;2,00;1;"seco"
5781;714;84;0,25;6;"Picada"
5782;715;153;0,50;4;"Ralladas grueso"
5783;715;28;0,50;7;"Exprimido"
5784;715;70;0,50;7;"Exprimida"
5785;715;38;1,00;2;
5786;715;199;50,00;3;"Tostadas, peladas, saladas, picadas grueso. Almendras"
5787;715;1;1,00;11;
5788;715;109;1,00;11;
5789;715;48;1,00;5;"Molido"
5790;715;67;1,00;5;"Rallada o molida"
5791;716;227;800,00;3;"Cocida, en cubitos. Los restos del asado"
5792;716;99;200,00;3;"Picada grueso"
5793;716;4;3,00;2;"Maiz"
5794;716;7;1,00;2;
5795;716;230;5,00;2;
5796;716;229;3,00;2;
5797;716;254;0,50;31;
5798;716;134;1,00;25;
5799;716;25;1,00;10;
5800;716;84;2,00;2;"Picada, para decorar. Perejil"
5801;717;154;2,00;4;
5802;717;1;60,00;3;
5804;717;492;1,00;2;"En bayas"
5805;717;493;1,00;2;"O cebada. Molido"
5809;719;494;2,00;7;
5810;719;154;0,25;4;
5811;719;255;100,00;3;
5812;719;110;2,00;7;
5813;719;99;1,00;7;"Pequeña"
5814;719;153;2,00;7;"Pequeñas"
5815;719;207;4,00;7;
5816;719;1;1,00;8;
5817;720;61;1,00;7;"Mediano, a punto pero firme"
5818;720;99;1,00;7;"Mediana, pekada."
5819;720;163;1,00;7;"Mediano. Verde."
5820;720;57;2,00;2;
5821;720;145;2,00;2;
5822;720;1;1,00;11;
5823;720;109;1,00;11;
5824;722;18;1,00;4;
5825;722;12;2,00;15;
5826;722;92;2,00;2;
5829;722;495;4,00;37;
5830;722;20;1,00;15;"Alcohol etílico"
5831;722;56;5,00;13;
5832;723;327;4,00;18;"Rosado"
5833;723;35;0,25;15;
5834;723;40;3,00;31;"Brut"
5835;723;123;100,00;3;
5836;723;53;100,00;3;"Peladas"
5837;723;234;2,00;7;
5838;723;11;1,00;2;
5839;723;4;1,00;8;
5840;723;2;1,00;11;
5841;723;496;1,00;11;
5842;723;1;1,00;11;
5843;724;89;1,00;7;
5844;724;11;3,00;2;
5845;724;25;2,00;10;
5846;724;62;2,00;5;"Tomillo, Romero. Un poco más si son frescos."
5847;725;138;8,00;18;
5848;725;94;0,10;15;"(1)"
5849;725;148;400,00;3;"Bien curado"
5850;725;7;2,00;2;
5851;725;10;2,00;7;
5852;725;94;150,00;9;"(2)"
5853;725;109;1,00;11;
5854;726;35;500,00;9;
5855;726;14;4,00;7;
5856;726;451;300,00;3;
5857;726;116;250,00;3;"Panceta ahumada"
5858;726;1;1,00;11;
5859;726;109;1,00;5;
5860;726;256;70,00;3;"Rallado"
5861;726;11;1,00;28;
5862;727;7;400,00;3;
5863;727;381;400,00;3;"De trigo"
5864;727;55;40,00;3;
5865;727;21;0,50;15;"Tibia"
5866;727;1;1,00;1;
5867;727;3;1,00;12;
5868;728;144;300,00;3;
5869;728;123;2,00;2;
5870;728;25;1,00;10;
5871;728;224;1,00;5;
5872;728;352;0,50;2;
5873;728;28;1,00;2;"El jugo"
5874;728;107;1,00;2;
5875;728;157;3,00;27;
5876;728;2;1,00;11;
5877;729;94;0,75;15;
5878;729;254;0,75;15;
5879;729;43;1,00;2;
